,id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
226733,ITnWQbL7/,/soccer/spain/primera-division-2012-2013/barcelona-espanyol-ITnWQbL7/,True,2013-01-06,SP1,2013,spain,Barcelona,Espanyol,4,0,1.12,14.0,29.0,,,,,ITnWQbL785,85.0,90.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the left side of the box is saved in the bottom left corner. Assisted by David Villa.,Attempt,Key Pass,Home,Barcelona,Espanyol,lionel messi,david villa,,,Bottom left corner,On target,0.0,Left side of the box,left foot,Pass,Open play,0.0
230105,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk723,23.0,27.0,"Goal!  MA¡laga 0, Barcelona 1. Lionel Messi (Barcelona) right footed shot from the left side of the box to the bottom left corner.",Attempt,,Away,Barcelona,Malaga,lionel messi,,,,Bottom left corner,On target,1.0,Left side of the box,right foot,None,Open play,0.0
230107,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk725,25.0,31.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Gerard PiquA©.,Attempt,Key Pass,Away,Barcelona,Malaga,lionel messi,gerard pique,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
230109,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk727,27.0,34.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Away,Barcelona,Malaga,lionel messi,,,,,,0.0,Right wing,,None,,0.0
230119,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk737,37.0,43.0,"Offside, Barcelona. Xavi tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Away,Barcelona,Malaga,lionel messi,xavi,,,,,0.0,,,None,,0.0
230143,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk761,61.0,61.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Malaga,lionel messi,dani alves,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
230159,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk777,77.0,75.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Malaga,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
230163,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk781,81.0,80.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box misses to the left. Assisted by Alexis SA¡nchez.,Attempt,Key Pass,Away,Barcelona,Malaga,lionel messi,alexis sanchez,,,Misses to the left,Off target,0.0,Centre of the box,left foot,Pass,Open play,0.0
230168,QgC9vIk7/,/soccer/spain/primera-division-2012-2013/malaga-barcelona-QgC9vIk7/,True,2013-01-13,SP1,2013,spain,Malaga,Barcelona,1,3,7.6,4.8,1.52,,,,,QgC9vIk786,86.0,84.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Malaga,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
232429,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ2,2.0,5.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box misses to the right. Assisted by AndrA©s Iniesta with a through ball.,Attempt,Key Pass,Away,Barcelona,Real Sociedad,lionel messi,andres iniesta,,,Misses to the right,Off target,0.0,Centre of the box,left foot,Through ball,Open play,0.0
232430,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ3,3.0,7.0,"Goal!  Real Sociedad 0, Barcelona 1. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom left corner. Assisted by AndrA©s Iniesta.",Attempt,Key Pass,Away,Barcelona,Real Sociedad,lionel messi,andres iniesta,,,Bottom left corner,On target,1.0,Centre of the box,left foot,Pass,Open play,0.0
232452,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ25,25.0,31.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Real Sociedad,lionel messi,,,,,,0.0,,,None,,0.0
232460,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ33,33.0,35.0,"Offside, Barcelona. Francesc FA¡bregas tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Away,Barcelona,Real Sociedad,lionel messi,cesc fabregas,,,,,0.0,,,None,,0.0
232462,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ35,35.0,36.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Real Sociedad,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
232467,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ40,40.0,39.0,Lionel Messi (Barcelona) hits the right post with a left footed shot from outside the box. Assisted by Xavi with a through ball.,Attempt,Key Pass,Away,Barcelona,Real Sociedad,lionel messi,xavi,,,Hits the bar,Hit the bar,0.0,Outside the box,left foot,Through ball,Open play,0.0
232472,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ45,45.0,44.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the left side of the box is saved in the bottom left corner. Assisted by Francesc FA¡bregas.,Attempt,Key Pass,Away,Barcelona,Real Sociedad,lionel messi,cesc fabregas,,,Bottom left corner,On target,0.0,Left side of the box,left foot,Pass,Open play,0.0
232507,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ80,80.0,72.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is too high from a direct free kick.,Attempt,,Away,Barcelona,Real Sociedad,lionel messi,,,,Too high,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
232519,tpuejFlJ/,/soccer/spain/primera-division-2012-2013/real-sociedad-barcelona-tpuejFlJ/,True,2013-01-19,SP1,2013,spain,Real Sociedad,Barcelona,3,2,10.5,6.1,1.36,,,,,tpuejFlJ92,92.0,81.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Real Sociedad,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
238055,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo4,4.0,11.0,"Goal!  Barcelona 1, Osasuna 0. Lionel Messi (Barcelona) right footed shot from very close range to the bottom right corner. Assisted by Xavi.",Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,xavi,,,Bottom right corner,On target,1.0,Very close range,right foot,Pass,Open play,0.0
238065,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo14,14.0,17.0,Foul by Lionel Messi (Barcelona).,Foul,,Home,Barcelona,Osasuna,lionel messi,,,,,,0.0,,,None,,0.0
238077,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo26,26.0,28.0,"Goal!  Barcelona 2, Osasuna 1. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the bottom left corner.",Attempt,,Home,Barcelona,Osasuna,lionel messi,,,,Bottom left corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
238080,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo29,29.0,31.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the right side of the box is blocked. Assisted by Dani Alves.,Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,dani alves,,,Blocked,Blocked,0.0,Right side of the box,left foot,Pass,Open play,0.0
238089,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo38,38.0,37.0,"Offside, Barcelona. Dani Alves tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Osasuna,lionel messi,dani alves,,,,,0.0,,,None,,0.0
238114,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo63,63.0,55.0,"Offside, Barcelona. Xavi tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Osasuna,lionel messi,xavi,,,,,0.0,,,None,,0.0
238115,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo64,64.0,56.0,"Goal!  Barcelona 4, Osasuna 1. Lionel Messi (Barcelona) left footed shot from a difficult angle on the left to the centre of the goal. Assisted by David Villa with a through ball.",Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,david villa,,,Centre of the goal,On target,1.0,Difficult angle on the left,left foot,Through ball,Open play,0.0
238116,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo65,65.0,58.0,"Goal!  Barcelona 5, Osasuna 1. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom left corner. Assisted by Adriano.",Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,adriano,,,Bottom left corner,On target,1.0,Centre of the box,left foot,Pass,Open play,0.0
238130,QRXxBkQo/,/soccer/spain/primera-division-2012-2013/barcelona-osasuna-QRXxBkQo/,True,2013-01-27,SP1,2013,spain,Barcelona,Osasuna,5,1,1.1,14.0,36.0,,,,,QRXxBkQo79,79.0,78.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Alexis SA¡nchez.,Attempt,Key Pass,Home,Barcelona,Osasuna,lionel messi,alexis sanchez,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
241609,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i17,17.0,12.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
241635,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i43,43.0,35.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
241638,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i46,46.0,39.0,"Goal!  Valencia 1, Barcelona 1. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the top left corner.",Attempt,,Away,Barcelona,Valencia,lionel messi,,,,Top left corner,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
241649,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i57,57.0,50.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the centre of the box is blocked. Assisted by Xavi.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,xavi,,,Blocked,Blocked,0.0,Centre of the box,right foot,Pass,Open play,0.0
241650,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i58,58.0,50.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,,,None,,0.0
241659,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i67,67.0,58.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is high and wide to the left. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,dani alves,,,High and wide,Off target,0.0,Outside the box,left foot,Pass,Open play,0.0
241683,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i91,91.0,75.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Valencia,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
241688,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i96,96.0,79.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Away,Barcelona,Valencia,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
241702,bgBJNS9i/,/soccer/spain/primera-division-2012-2013/valencia-barcelona-bgBJNS9i/,True,2013-02-03,SP1,2013,spain,Valencia,Barcelona,1,1,6.75,5.0,1.53,,,,,bgBJNS9i110,110.0,90.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Xavi.,Attempt,Key Pass,Away,Barcelona,Valencia,lionel messi,xavi,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
246961,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ24,4.0,7.0,"Attempt missed. Lionel Messi (Barcelona) header from the centre of the box is close, but misses the top left corner. Assisted by Jordi Alba with a cross.",Attempt,Key Pass,Home,Barcelona,Getafe,lionel messi,jordi alba,,,Top left corner,Off target,0.0,Centre of the box,head,Cross,Open play,0.0
246963,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ26,6.0,13.0,"Goal!  Barcelona 2, Getafe 0. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom right corner. Assisted by Thiago AlcA¡ntara.",Attempt,Key Pass,Home,Barcelona,Getafe,lionel messi,thiago alcantara,,,Bottom right corner,On target,1.0,Centre of the box,left foot,Pass,Open play,0.0
246965,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ28,8.0,15.0,Lionel Messi (Barcelona) wins a free kick on the left wing.,Free kick won,,Home,Barcelona,Getafe,lionel messi,,,,,,0.0,Left wing,,None,,0.0
246979,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ222,22.0,31.0,Lionel Messi (Barcelona) hits the right post with a left footed shot from the centre of the box. Assisted by Alexis SA¡nchez with a cross.,Attempt,Key Pass,Home,Barcelona,Getafe,lionel messi,alexis sanchez,,,Hits the bar,Hit the bar,0.0,Centre of the box,left foot,Cross,Open play,0.0
246985,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ228,28.0,37.0,Attempt missed. Lionel Messi (Barcelona) header from the centre of the box is just a bit too high. Assisted by David Villa.,Attempt,Key Pass,Home,Barcelona,Getafe,lionel messi,david villa,,,Bit too high,Off target,0.0,Centre of the box,head,Pass,Open play,0.0
247007,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ250,50.0,56.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Getafe,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
247009,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ252,52.0,57.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the left side of the six yard box is blocked.,Attempt,,Home,Barcelona,Getafe,lionel messi,,,,Blocked,Blocked,0.0,Left side of the six yard box,left foot,None,Open play,0.0
247016,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ259,59.0,63.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the centre of the goal. Assisted by Dani Alves.,Attempt,Key Pass,Home,Barcelona,Getafe,lionel messi,dani alves,,,Centre of the goal,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
247031,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ274,74.0,87.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Getafe,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
247032,U1B3JYZ2/,/soccer/spain/primera-division-2012-2013/barcelona-getafe-U1B3JYZ2/,True,2013-02-10,SP1,2013,spain,Barcelona,Getafe,6,1,1.09,15.0,31.1,,,,,U1B3JYZ275,75.0,89.0,"Attempt missed. Lionel Messi (Barcelona) header from the centre of the box is close, but misses to the right. Assisted by Dani Alves with a cross.",Attempt,Key Pass,Home,Barcelona,Getafe,lionel messi,dani alves,,,Misses to the right,Off target,0.0,Centre of the box,head,Cross,Open play,0.0
248409,GIZpWBJ8/,/soccer/spain/primera-division-2012-2013/granada-cf-barcelona-GIZpWBJ8/,True,2013-02-16,SP1,2013,spain,Granada,Barcelona,1,2,12.18,6.8,1.3,,,,,GIZpWBJ812,12.0,17.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from the left side of the six yard box is close, but misses to the left. Assisted by Francesc FA¡bregas with a headed pass.",Attempt,Key Pass,Away,Barcelona,Granada,lionel messi,cesc fabregas,,,Misses to the left,Off target,0.0,Left side of the six yard box,left foot,Headed pass,Open play,0.0
248416,GIZpWBJ8/,/soccer/spain/primera-division-2012-2013/granada-cf-barcelona-GIZpWBJ8/,True,2013-02-16,SP1,2013,spain,Granada,Barcelona,1,2,12.18,6.8,1.3,,,,,GIZpWBJ819,19.0,28.0,Lionel Messi (Barcelona) wins a free kick on the right wing.,Free kick won,,Away,Barcelona,Granada,lionel messi,,,,,,0.0,Right wing,,None,,0.0
248424,GIZpWBJ8/,/soccer/spain/primera-division-2012-2013/granada-cf-barcelona-GIZpWBJ8/,True,2013-02-16,SP1,2013,spain,Granada,Barcelona,1,2,12.18,6.8,1.3,,,,,GIZpWBJ827,27.0,36.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the centre of the goal.,Attempt,,Away,Barcelona,Granada,lionel messi,,,,Centre of the goal,On target,0.0,Outside the box,left foot,None,Open play,0.0
248427,GIZpWBJ8/,/soccer/spain/primera-division-2012-2013/granada-cf-barcelona-GIZpWBJ8/,True,2013-02-16,SP1,2013,spain,Granada,Barcelona,1,2,12.18,6.8,1.3,,,,,GIZpWBJ830,30.0,38.0,Attempt saved. Lionel Messi (Barcelona) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Thiago AlcA¡ntara with a through ball.,Attempt,Key Pass,Away,Barcelona,Granada,lionel messi,thiago alcantara,,,Centre of the goal,On target,0.0,Centre of the box,right foot,Through ball,Open play,0.0
248434,GIZpWBJ8/,/soccer/spain/primera-division-2012-2013/granada-cf-barcelona-GIZpWBJ8/,True,2013-02-16,SP1,2013,spain,Granada,Barcelona,1,2,12.18,6.8,1.3,,,,,GIZpWBJ837,37.0,41.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Granada,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
